mm10_forebrain_embryo_d16.5_PE_bio2_ENCLB055ONH	108.15	88.49	77.18	69.81	64.40	59.48	56.04	52.60	50.14	47.68	45.72	44.24	42.28	40.80	39.82	38.34	37.36	36.38	35.39	34.90
mm10_forebrain_postnatal_d0_PE_bio1_ENCLB042MOW	140.60	114.47	99.13	89.17	81.71	75.48	70.51	66.36	62.63	59.31	56.82	54.33	52.26	50.18	48.52	46.86	45.62	44.38	43.13	42.30
mm10_forebrain_postnatal_d0_PE_bio2_ENCLB558DNK	90.43	73.06	63.35	57.22	52.11	48.53	45.47	42.91	40.87	38.82	37.29	36.27	34.74	33.72	32.69	31.67	31.16	30.14	29.63	29.12
mm10_hindbrain_embryo_d11.5_PE_bio1_ENCLB044YJH	37.77	31.60	28.51	26.13	24.23	22.81	21.62	20.67	19.72	18.77	18.29	17.58	17.10	16.39	16.15	15.68	15.20	14.96	14.73	14.25
mm10_hindbrain_embryo_d11.5_PE_bio2_ENCLB819YMR	37.73	31.73	28.30	25.73	24.01	22.72	21.44	20.58	19.72	18.86	18.44	17.58	17.15	16.72	16.29	15.86	15.86	15.43	15.00	15.00
mm10_hindbrain_embryo_d12.5_PE_bio1_ENCLB264QMJ	39.61	33.57	30.18	27.54	25.65	24.14	23.01	21.88	21.12	20.37	19.61	18.86	18.48	18.10	17.35	16.97	16.60	16.22	16.22	15.84
mm10_hindbrain_embryo_d12.5_PE_bio2_ENCLB790VLV	39.96	33.61	29.87	27.63	25.76	24.27	23.15	22.03	20.91	20.16	19.41	19.04	18.29	17.92	17.17	16.80	16.43	16.43	16.05	15.68
mm10_hindbrain_embryo_d13.5_PE_bio1_ENCLB079ZQQ	52.00	42.80	38.20	34.51	32.21	29.91	28.07	26.69	25.77	24.39	23.47	22.55	22.09	21.17	20.71	20.25	19.79	19.33	18.87	18.87
mm10_hindbrain_embryo_d13.5_PE_bio2_ENCLB558GZX	51.66	42.65	37.91	34.60	31.75	29.86	28.43	27.01	25.59	24.64	23.69	22.75	22.27	21.32	20.85	20.38	19.90	19.43	18.95	18.95
mm10_hindbrain_embryo_d16.5_PE_bio1_ENCLB383AFC	57.91	48.32	42.73	38.74	35.94	33.55	31.95	30.35	28.75	27.55	26.36	25.56	24.76	23.96	23.16	22.76	21.96	21.56	21.16	20.76
mm10_hindbrain_embryo_d16.5_PE_bio2_ENCLB478RAK	63.93	52.88	46.86	42.51	39.49	36.81	34.47	32.80	31.12	29.79	28.78	27.78	26.77	25.77	25.10	24.43	23.76	23.09	22.76	22.09
mm10_hindbrain_postnatal_d0_PE_bio1_ENCLB625SZP	53.63	44.54	39.35	35.89	33.30	31.14	29.41	28.11	26.81	25.51	24.65	23.78	22.92	22.49	21.62	21.19	20.76	20.32	19.89	19.46
mm10_hindbrain_postnatal_d0_PE_bio2_ENCLB962LKQ	53.68	44.82	39.76	36.21	33.68	31.40	29.63	28.11	26.59	25.57	24.56	23.55	22.79	22.03	21.52	21.02	20.26	20.00	19.50	18.99
mm10_intestine_embryo_d15.5_PE_bio1_ENCLB298CHP	52.06	45.19	41.26	38.31	36.02	34.05	32.41	31.11	29.80	28.81	27.83	26.85	25.87	25.21	24.56	23.90	23.57	22.92	22.59	21.94
mm10_intestine_embryo_d15.5_PE_bio2_ENCLB594LAJ	51.29	44.70	40.89	38.12	35.69	33.96	32.23	30.84	29.80	28.76	27.72	26.68	25.99	25.29	24.60	24.25	23.56	22.87	22.52	22.17
mm10_intestine_embryo_d16.5_PE_bio1_ENCLB448PET	60.00	51.38	46.55	43.11	40.35	38.28	36.55	34.83	33.45	32.07	31.03	30.00	29.31	28.62	27.59	27.24	26.55	25.86	25.52	24.83
mm10_intestine_embryo_d16.5_PE_bio2_ENCLB539OPC	58.12	49.76	45.04	41.41	38.86	36.69	34.87	33.42	31.96	30.87	29.78	29.06	27.97	27.24	26.51	25.79	25.42	24.70	24.33	23.97
mm10_intestine_postnatal_d0_PE_bio1_ENCLB362STB	60.08	51.31	46.49	42.98	39.91	38.15	35.96	34.64	33.33	32.01	31.14	30.26	29.38	28.50	27.63	27.19	26.75	25.87	25.43	24.99
mm10_intestine_postnatal_d0_PE_bio2_ENCLB199HRA	55.10	47.52	42.97	39.43	37.40	35.38	33.36	32.35	30.83	29.82	28.81	28.31	27.29	26.79	26.28	25.78	25.27	24.77	24.26	23.76
mm10_kidney_embryo_15.5_PE_bio1_ENCLB874ZPR	45.96	38.63	34.71	32.27	29.82	28.36	26.89	25.42	24.45	23.47	22.98	22.00	21.51	21.02	20.53	20.04	19.56	19.07	19.07	18.58
mm10_kidney_embryo_15.5_PE_bio2_ENCLB024QLK	45.43	38.63	34.81	32.26	30.14	28.02	26.74	25.47	24.62	23.35	22.50	22.07	21.22	20.80	20.38	19.95	19.53	19.10	18.68	18.25
mm10_kidney_embryo_16.5_PE_bio1_ENCLB553FWL	53.12	44.80	40.18	36.95	34.64	32.79	30.95	29.56	28.17	27.25	26.33	25.40	24.48	24.02	23.55	22.63	22.17	21.71	21.71	21.24
mm10_kidney_embryo_16.5_PE_bio2_ENCLB698MZX	40.09	33.76	30.59	27.96	26.37	24.79	23.74	22.68	21.62	21.10	20.57	20.04	19.51	18.99	18.46	17.93	17.93	17.40	17.40	16.88
mm10_liver_embryo_d11.5_PE_bio1_ENCLB441LCB	59.64	52.18	47.02	44.15	41.29	39.57	37.85	36.13	34.98	33.83	32.68	31.54	30.96	29.82	29.24	28.67	28.10	27.52	26.95	26.38
mm10_liver_embryo_d11.5_PE_bio2_ENCLB479OGV	48.19	41.53	37.73	34.88	32.66	30.75	29.49	28.22	26.95	26.00	25.05	24.09	23.46	22.83	22.19	21.87	21.24	20.92	20.61	20.29
mm10_liver_embryo_d12.5_PE_bio1_ENCLB774WKA	113.83	94.85	84.12	76.60	70.51	65.86	62.28	59.06	56.19	53.69	51.18	49.39	47.60	45.81	44.38	43.31	41.88	41.16	40.09	39.37
mm10_liver_embryo_d12.5_PE_bio2_ENCLB090ADG	98.63	81.50	72.16	64.89	60.22	56.06	52.95	50.35	47.76	45.68	43.60	42.05	40.49	39.45	37.89	37.37	36.34	35.30	34.78	33.74
mm10_liver_postnatal_d0_PE_bio1_ENCLB303HHQ	170.58	141.23	124.02	111.89	102.89	95.46	89.59	84.50	80.20	76.29	73.16	70.03	67.68	65.33	62.98	61.03	59.07	57.51	55.94	54.77
mm10_liver_postnatal_d0_PE_bio2_ENCLB282VPH	144.08	118.59	103.63	93.65	85.89	79.80	75.36	70.93	67.61	64.28	61.51	59.29	57.08	54.86	53.20	52.09	50.43	49.32	47.65	46.55
mm10_lung_postnatal_PE_bio1_ENCLB080OEI	96.72	80.88	71.93	65.05	60.23	56.44	53.00	50.25	47.84	45.77	44.05	42.68	40.95	39.92	38.55	37.51	36.48	35.79	34.76	34.07
mm10_lung_postnatal_PE_bio2_ENCLB071NVJ	108.80	91.38	81.18	73.95	68.85	64.17	60.35	57.37	54.40	52.27	50.15	48.45	46.75	45.47	43.77	42.50	41.65	40.37	39.52	38.67
mm10_midbrain_embryo_d11.5_PE_bio1_ENCLB534QZD	49.45	41.51	37.41	34.33	32.03	30.23	28.44	27.16	25.88	24.85	23.83	23.06	22.29	21.52	21.01	20.24	19.73	19.47	18.96	18.45
mm10_midbrain_embryo_d11.5_PE_bio2_ENCLB664GGY	44.57	37.63	33.61	31.05	28.86	27.40	25.93	24.47	23.38	22.65	21.55	20.82	20.45	19.72	19.36	18.63	18.26	17.90	17.53	17.17
mm10_midbrain_embryo_d13.5_PE_bio1_ENCLB091EMS	53.27	44.16	39.25	36.10	33.64	31.54	29.79	28.39	26.98	25.93	24.88	23.83	23.13	22.43	21.73	21.38	20.67	20.32	19.97	19.27
mm10_midbrain_embryo_d13.5_PE_bio2_ENCLB849TXF	58.74	48.70	43.13	39.41	36.43	34.20	32.34	30.48	29.00	27.88	26.77	25.65	24.91	24.16	23.42	22.68	22.30	21.56	21.19	20.82
mm10_midbrain_embryo_d15.5_PE_bio1_ENCLB738SGH	72.36	58.33	50.95	45.78	42.09	39.13	36.55	34.33	32.49	31.01	29.53	28.42	27.32	26.58	25.84	25.10	24.36	23.63	23.26	22.52
mm10_midbrain_embryo_d15.5_PE_bio2_ENCLB782TSA	66.31	54.52	48.14	43.72	40.28	37.33	35.36	33.40	31.93	30.45	28.98	28.00	27.01	26.03	25.54	24.56	24.07	23.57	23.08	22.59
mm10_midbrain_embryo_d16.5_PE_bio1_ENCLB277UUA	58.64	48.53	42.87	39.23	35.99	33.57	31.95	29.93	28.71	27.50	26.29	25.48	24.67	23.86	23.05	22.64	21.84	21.43	21.03	20.62
mm10_midbrain_embryo_d16.5_PE_bio2_ENCLB488AGB	69.60	56.66	49.89	44.96	41.26	38.18	36.34	33.87	32.64	30.79	29.56	28.94	27.71	27.10	25.86	25.25	25.25	24.63	24.02	23.40
mm10_neural_tube_embryo_PE_bio1_ENCLB448BWJ	66.36	56.04	50.14	46.20	42.76	40.31	37.85	35.88	34.41	32.93	31.46	30.47	29.49	28.51	27.52	27.03	26.05	25.56	25.07	24.57
mm10_neural_tube_embryo_PE_bio2_ENCLB671DSC	44.52	37.76	33.81	30.99	28.74	27.05	25.92	24.23	23.67	22.54	21.98	20.85	20.28	19.72	19.72	19.16	18.59	18.59	18.03	18.03
mm10_stomach_postnatal_PE_bio1_ENCLB490MGZ	40.83	35.25	32.02	29.67	27.90	26.44	25.26	24.38	23.50	22.62	22.03	21.44	20.85	20.27	19.97	19.38	19.09	18.80	18.50	18.21
mm10_stomach_postnatal_PE_bio2_ENCLB105JML	59.70	50.75	45.15	41.42	38.43	35.82	33.96	32.46	30.97	29.85	28.73	27.98	27.24	26.49	25.74	25.00	24.63	23.88	23.51	23.13
