mm10_hindbrain_embryo_d12.5_PE_bio1_ENCLB264QMJ_1	45.62	38.37	34.10	31.55	29.41	27.71	26.43	25.15	23.87	23.02	22.17	21.74	20.89	20.46	20.03	19.61	19.18	18.75	18.33	17.90
mm10_hindbrain_embryo_d12.5_PE_bio2_ENCLB790VLV_1	45.81	38.17	34.36	31.39	29.26	27.57	26.30	25.02	24.17	22.90	22.48	21.63	20.78	20.36	19.93	19.51	19.08	18.66	18.24	17.81
mm10_hindbrain_embryo_d13.5_PE_bio1_ENCLB079ZQQ_1	61.26	50.07	44.21	40.48	37.28	35.15	33.02	31.43	29.83	28.76	27.70	26.63	25.57	25.03	24.50	23.43	22.90	22.90	22.37	21.84
mm10_hindbrain_embryo_d13.5_PE_bio2_ENCLB558GZX_1	60.20	49.80	43.78	39.95	37.21	35.02	32.83	31.19	29.55	28.46	27.36	26.27	25.72	25.17	24.08	23.53	22.98	22.44	22.44	21.89
mm10_hindbrain_embryo_d16.5_PE_bio1_ENCLB383AFC_1	70.47	58.40	52.13	47.30	43.92	41.03	38.61	36.68	34.75	33.30	32.34	30.89	29.92	28.96	28.47	27.51	27.03	26.06	25.58	25.10
mm10_hindbrain_embryo_d16.5_PE_bio2_ENCLB478RAK_1	79.99	65.90	58.44	53.05	49.32	46.00	43.10	41.03	38.96	37.30	36.06	34.40	33.57	32.33	31.50	30.67	29.84	29.01	28.18	27.77
mm10_hindbrain_postnatal_d0_PE_bio1_ENCLB625SZP_1	63.22	52.60	46.53	42.48	39.45	36.92	34.89	32.87	31.35	30.34	28.82	27.81	27.31	26.30	25.79	25.28	24.27	23.77	23.26	22.75
mm10_hindbrain_postnatal_d0_PE_bio2_ENCLB962LKQ_1	64.97	54.39	48.05	43.82	40.49	37.77	35.66	33.84	32.33	30.82	29.61	28.40	27.50	26.59	25.99	25.08	24.47	23.87	23.57	22.96
mm10_intestine_embryo_d15.5_PE_bio1_ENCLB298CHP_1	66.09	57.47	52.54	48.85	45.98	43.51	41.46	39.41	37.77	36.53	35.30	34.07	32.84	32.02	31.20	30.38	29.96	29.14	28.73	27.91
mm10_intestine_embryo_d15.5_PE_bio2_ENCLB594LAJ_1	65.51	56.78	51.97	48.48	45.42	43.24	41.05	39.31	38.00	36.25	35.37	34.06	33.19	32.32	31.44	30.57	30.13	29.26	28.82	27.95
mm10_intestine_embryo_d16.5_PE_bio1_ENCLB448PET_1	80.62	68.78	62.40	57.84	54.20	51.01	48.73	46.46	44.63	42.81	41.45	40.08	39.17	37.80	36.89	35.98	35.07	34.61	33.70	33.25
mm10_intestine_embryo_d16.5_PE_bio2_ENCLB539OPC_1	75.57	64.37	58.31	53.64	50.38	47.58	45.24	43.38	41.51	40.11	38.71	37.31	36.38	35.45	34.51	33.58	32.65	32.18	31.72	30.78
mm10_intestine_postnatal_d0_PE_bio1_ENCLB362STB_1	73.68	63.08	56.71	52.47	49.29	46.64	43.99	42.40	40.81	39.22	38.16	37.10	36.04	34.98	33.92	33.39	32.33	31.80	31.27	30.74
mm10_intestine_postnatal_d0_PE_bio2_ENCLB199HRA_1	65.23	55.82	50.53	46.42	44.07	41.72	39.37	37.61	36.43	35.26	34.08	32.90	32.32	31.73	30.55	29.97	29.38	28.79	28.20	27.62
mm10_kidney_embryo_15.5_PE_bio1_ENCLB874ZPR_1	52.98	45.09	40.58	37.20	34.94	32.69	31.00	29.87	28.74	27.61	26.49	25.92	24.80	24.23	23.67	23.10	22.54	22.54	21.98	21.41
mm10_kidney_embryo_15.5_PE_bio2_ENCLB024QLK_1	53.00	45.15	40.73	37.30	34.84	32.88	31.41	29.93	28.46	27.48	26.50	25.52	25.03	24.04	23.55	23.06	22.57	22.08	21.59	21.10
mm10_kidney_embryo_16.5_PE_bio1_ENCLB553FWL_1	64.73	54.68	49.10	45.20	42.41	39.62	37.94	35.71	34.59	32.92	31.80	30.69	30.13	29.01	28.46	27.90	27.34	26.78	26.22	25.67
mm10_kidney_embryo_16.5_PE_bio2_ENCLB698MZX_1	45.54	38.44	34.30	31.93	29.57	27.79	26.61	25.43	24.84	23.65	23.06	22.47	21.88	21.29	20.70	20.10	20.10	19.51	19.51	18.92
mm10_liver_embryo_d11.5_PE_bio1_ENCLB441LCB_1	70.99	61.52	56.11	52.06	49.35	46.65	44.62	42.59	41.24	39.89	38.53	37.86	36.51	35.83	34.48	33.80	33.13	32.45	31.77	31.77
mm10_liver_embryo_d11.5_PE_bio2_ENCLB479OGV_1	54.77	47.61	42.96	39.73	37.23	35.08	33.29	31.86	30.78	29.71	28.64	27.56	26.85	26.13	25.41	24.70	24.34	23.98	23.27	22.91
mm10_liver_embryo_d12.5_PE_bio1_ENCLB774WKA_1	150.76	125.63	111.20	101.43	93.06	87.47	82.35	77.70	73.98	70.72	67.93	65.14	62.81	60.49	58.62	57.23	55.37	53.97	53.04	51.64
mm10_liver_embryo_d12.5_PE_bio2_ENCLB090ADG_1	122.95	101.40	89.99	81.12	74.78	69.71	65.91	62.11	58.94	56.40	54.50	51.97	50.06	48.80	47.53	46.26	44.99	43.73	43.09	41.83
mm10_liver_postnatal_d0_PE_bio1_ENCLB303HHQ_1	292.44	241.73	212.74	191.67	176.52	164.00	153.46	144.90	137.00	130.41	125.14	119.87	115.26	111.31	107.36	104.06	101.43	98.14	96.16	93.53
mm10_liver_postnatal_d0_PE_bio2_ENCLB282VPH_1	209.06	171.98	149.89	135.69	124.64	115.96	108.86	102.55	97.82	93.09	89.14	85.99	82.83	79.67	77.31	74.94	72.57	71.00	69.42	67.84
mm10_lung_postnatal_PE_bio1_ENCLB080OEI_1	136.25	113.78	100.87	91.79	84.62	79.36	74.58	70.75	67.41	64.54	62.15	59.76	57.84	55.93	54.50	53.06	51.63	50.20	48.76	47.80
mm10_lung_postnatal_PE_bio2_ENCLB071NVJ_1	160.74	134.77	119.94	108.81	100.77	94.59	89.02	84.08	80.37	76.66	73.57	71.09	68.62	66.77	64.29	62.44	61.20	59.35	58.11	56.87
mm10_midbrain_embryo_d11.5_PE_bio1_ENCLB534QZD_1	59.98	50.45	45.53	41.83	38.76	36.60	34.76	32.91	31.37	30.14	28.91	27.99	27.07	26.14	25.22	24.61	23.99	23.38	23.07	22.45
mm10_midbrain_embryo_d11.5_PE_bio2_ENCLB664GGY_1	51.79	43.43	38.84	35.91	33.41	31.32	29.65	28.40	27.14	25.89	25.06	24.22	23.38	22.97	22.13	21.71	21.30	20.88	20.46	20.04
mm10_midbrain_embryo_d13.5_PE_bio1_ENCLB091EMS_1	64.83	54.24	48.31	44.07	41.10	38.56	36.44	34.75	33.05	31.78	30.51	29.24	28.39	27.54	26.69	25.85	25.42	25.00	24.15	23.73
mm10_midbrain_embryo_d13.5_PE_bio2_ENCLB849TXF_1	72.97	60.20	53.81	48.80	45.15	42.41	40.13	37.85	36.03	34.66	33.29	31.92	31.01	30.10	29.18	28.27	27.36	26.90	26.45	25.99
mm10_midbrain_embryo_d15.5_PE_bio1_ENCLB738SGH_1	90.40	73.05	63.92	57.52	52.50	48.85	45.65	42.91	40.63	38.80	36.98	35.61	34.24	32.87	31.96	31.04	30.13	29.67	28.76	28.30
mm10_midbrain_embryo_d15.5_PE_bio2_ENCLB782TSA_1	80.62	66.39	58.68	53.35	49.20	45.64	43.27	40.90	38.53	36.75	35.56	33.78	32.60	32.01	30.82	30.23	29.63	28.45	27.86	27.26
mm10_midbrain_embryo_d16.5_PE_bio1_ENCLB277UUA_1	71.11	58.93	52.12	47.24	43.83	40.91	38.48	36.53	34.58	33.12	32.14	30.68	29.71	28.73	28.25	27.27	26.79	26.30	25.32	24.84
mm10_midbrain_embryo_d16.5_PE_bio2_ENCLB488AGB_1	83.57	67.58	58.86	53.77	49.41	45.78	42.87	40.69	38.51	37.06	35.61	34.15	32.70	31.97	31.24	30.52	29.79	29.06	28.34	28.34
mm10_neural_tube_embryo_PE_bio1_ENCLB448BWJ_1	82.34	69.21	62.05	56.68	53.10	49.52	47.14	44.75	42.36	40.57	38.78	37.59	36.39	35.20	34.01	33.41	32.22	31.62	31.02	30.43
mm10_neural_tube_embryo_PE_bio2_ENCLB671DSC_1	49.22	41.83	37.53	34.45	31.99	30.14	28.30	27.07	25.84	25.22	23.99	23.38	22.76	22.14	21.53	20.91	20.91	20.30	20.30	19.68
mm10_stomach_postnatal_PE_bio1_ENCLB490MGZ_1	47.23	40.82	37.11	34.41	32.39	30.70	29.35	28.34	27.33	26.31	25.64	24.96	24.29	23.61	22.94	22.60	22.27	21.93	21.25	20.92
mm10_stomach_postnatal_PE_bio2_ENCLB105JML_1	71.98	61.25	54.54	50.07	46.49	43.36	41.13	39.34	37.55	36.21	34.87	33.53	32.63	31.74	30.84	29.95	29.50	29.06	28.16	27.72
